XMID,DBA,Status,Sales Rep,Portfolio,Date Added,Date Approved,Date Assigned,Date Created,Date Submitted,Date Closed,VIPStatus
56310000007615,LU & ADI BODY SHOP,Approved,Todd Harrison,Todd Harrison,6/15/2022 1:15:11 PM,6/16/2022 2:56:04 AM,,6/15/2022 1:15:11 PM,6/15/2022 3:05:07 PM,,
8739297430301933,HOME FUR GOOD,Approved,Andy  Varble,Andy Varble,6/15/2022 1:09:53 PM,6/21/2022 3:36:23 PM,,6/15/2022 1:09:53 PM,6/20/2022 3:22:09 PM,,
554402000690735,RJR Maintenance and Management,Approved,Tonya Futrell,Enhanced Payment Systems LLC,6/15/2022 1:03:11 PM,6/17/2022 5:21:04 PM,,6/15/2022 1:03:11 PM,6/17/2022 1:01:50 PM,,
8739297835300253,oplexxglow.com,Approved,Josh Miller,HRSUB - SWPE Inc (Trinity),6/15/2022 12:57:37 PM,6/21/2022 3:38:35 PM,,6/15/2022 12:57:37 PM,6/15/2022 1:03:00 PM,,
56310000007614,DOUGLAS BURGERS #12,Approved,Josh Dempsey,Enhanced Payment Systems LLC,6/15/2022 12:53:26 PM,6/15/2022 6:51:51 PM,,6/15/2022 12:53:26 PM,6/15/2022 12:58:27 PM,,
,ROCKET'S GARAGE,Cancelled,Katie Greenman,Katie Greenman,6/15/2022 12:52:27 PM,,,6/15/2022 12:52:27 PM,6/15/2022 2:47:52 PM,,
554402000690339,J Flowers,Approved,UnifiedPayments BoardingAPI,Netevia,6/15/2022 12:42:29 PM,6/15/2022 5:57:25 PM,,6/15/2022 12:42:29 PM,6/15/2022 12:42:29 PM,,
8739299330302178,DIRTY KAUTZMAN DIESEL PERFORMANCE LLC,Approved,Jeremy Ramsey,Jeremy Ramsey,6/15/2022 12:39:22 PM,7/1/2022 10:00:32 AM,,6/15/2022 12:39:22 PM,6/15/2022 1:29:25 PM,,
,JR'S FURNITURE,Pending,Julian Arevalo,Julian Arevalo,6/15/2022 12:25:55 PM,,,6/15/2022 12:25:55 PM,6/15/2022 12:56:15 PM,,
554402000690289,CALI LIQUOR,Approved,Mo Shamout,"POS 360, INC.",6/15/2022 12:20:05 PM,6/15/2022 4:48:07 PM,,6/15/2022 12:20:05 PM,6/15/2022 12:35:11 PM,,
,DULCERIA LA MONITA,Pending,Julian Arevalo,Julian Arevalo,6/15/2022 12:14:42 PM,,,6/15/2022 12:14:43 PM,6/15/2022 12:25:35 PM,,
554402050038207,ALL COUNTY HOOK UP TOWING-ISLAND PARK,Approved,Rick Burke,Rick Burke3,6/15/2022 12:04:18 PM,6/15/2022 4:07:56 PM,,6/15/2022 12:04:18 PM,6/15/2022 12:35:26 PM,,
554402000690263,Palgai Mayim,Approved,Andrew Moran,Andrew Moran,6/15/2022 11:56:58 AM,6/15/2022 3:24:05 PM,,6/15/2022 11:56:58 AM,6/15/2022 12:03:28 PM,,
56310000007609,GARZA'S TOWING & SALES,Approved,Julian Arevalo,Julian Arevalo,6/15/2022 11:51:38 AM,6/15/2022 5:06:58 PM,,6/15/2022 11:51:38 AM,6/15/2022 12:51:41 PM,,
554402050038199,ALLENDE RESTAURANTE,Approved,Elizabeth Hattery,Elizabeth Hattery,6/15/2022 11:47:24 AM,6/15/2022 3:11:37 PM,,6/15/2022 11:47:24 AM,6/15/2022 12:01:04 PM,,
8739290700300226,CPA Department,Approved,Wade Tetsuka,Wade Tetsuka,6/15/2022 11:43:58 AM,6/17/2022 4:44:27 PM,,6/15/2022 11:43:58 AM,6/16/2022 3:46:57 PM,,
554402000690313,CLAY'S LIQUOR 2,Approved,Mo Shamout,"POS 360, INC.",6/15/2022 11:38:38 AM,6/15/2022 5:20:22 PM,,6/15/2022 11:38:38 AM,6/15/2022 11:46:39 AM,,
,Renaud Electric & Communications Inc,Draft,Cheryl Garabedian,Priority Payments East,6/15/2022 11:37:58 AM,,,6/15/2022 11:37:59 AM,,,
554402000690685,Casper Plumbing & Heating,Approved,Matt Clyne,PayTech Trust,6/15/2022 11:37:20 AM,6/17/2022 3:05:19 PM,,6/15/2022 11:37:20 AM,6/16/2022 4:03:40 PM,,
554402000690271,Morty's Auto Care,Approved,Patrick McCawley,Patrick McCawley,6/15/2022 11:31:17 AM,6/15/2022 4:41:48 PM,,6/15/2022 11:31:17 AM,6/15/2022 11:44:43 AM,,
56310000007624,TO MARKET TO MARKET INC,Approved,Lindie Dykson,Lindie Dykson,6/15/2022 11:29:49 AM,6/16/2022 3:03:04 PM,,6/15/2022 11:29:50 AM,6/15/2022 11:31:30 AM,,
8739299330302051,DON'S BODY SHOP,Approved,Dawn Kane,Dawn Kane,6/15/2022 11:27:48 AM,6/15/2022 4:25:51 PM,,6/15/2022 11:27:49 AM,6/15/2022 12:29:39 PM,,
554402000691261,Ricks Garage and Mobile Services,Approved,Debra   Holt,Enhanced House Accounts,6/15/2022 11:26:05 AM,6/23/2022 4:54:46 PM,,6/15/2022 11:26:05 AM,6/15/2022 11:31:39 AM,,
,3 PHO BOWL 09,Pending,Noa Lager80,Noa Lager80 (AMS),6/15/2022 11:14:47 AM,,,6/15/2022 11:14:47 AM,6/15/2022 1:20:25 PM,,
8739299330302062,LOU'S WHOLESALE,Approved,Dawn Kane,Dawn Kane,6/15/2022 11:00:46 AM,6/16/2022 3:13:45 PM,,6/15/2022 11:00:46 AM,6/15/2022 12:19:02 PM,,
56310000007607,LOU'S WHOLESALE-ASTON,Approved,Dawn Kane,Dawn Kane,6/15/2022 10:51:43 AM,6/15/2022 4:08:50 PM,,6/15/2022 10:51:43 AM,6/15/2022 12:13:23 PM,,
8739296430300593,The Herb Society at the Hoover Historical Center,Approved,Trish Tudor,Farmers National Bank - Canfield,6/15/2022 10:51:20 AM,6/24/2022 10:59:01 AM,,6/15/2022 10:51:20 AM,6/22/2022 1:32:30 PM,,
56310000007637,PrimeStar,Approved,Shan Abbasi,Shan Abbasi,6/15/2022 10:38:30 AM,6/17/2022 9:14:44 AM,,6/15/2022 10:38:31 AM,6/15/2022 9:16:29 PM,,
8739299330302050,MARTINEZ AUTO,Approved,Shay Weems,Shay Weems,6/15/2022 10:32:49 AM,6/15/2022 3:41:05 PM,,6/15/2022 10:32:49 AM,6/15/2022 12:07:52 PM,,
56310000007604,Pleasant Street Tire and Auto Service,Approved,Steve Sorrell,Steve Sorrell,6/15/2022 10:26:54 AM,6/15/2022 12:01:35 PM,,6/15/2022 10:26:54 AM,6/15/2022 10:57:00 AM,,
56310000007618,LEGACY LOUNGE,Approved,RAYMOND BURKE,Raymond Burke,6/15/2022 10:26:28 AM,6/16/2022 9:22:38 AM,,6/15/2022 10:26:28 AM,6/15/2022 12:01:55 PM,,
,Healthy Life Gourmet,Pending,Marc Walker,Liberty Bank,6/15/2022 10:25:48 AM,,,6/15/2022 10:25:48 AM,6/15/2022 10:30:39 AM,,
554402050038223,CHARLIE'S LAKESIDE LIQUOR,Approved,Nevada Coastal,Nevada Coastal,6/15/2022 9:59:28 AM,6/15/2022 4:55:30 PM,,6/15/2022 9:59:28 AM,6/15/2022 11:46:15 AM,,
8739299330302057,SWIFT'S BODY SHOP,Approved,Elizabeth Gallati,Elizabeth Gallati,6/15/2022 9:58:54 AM,6/16/2022 7:58:57 AM,,6/15/2022 9:58:54 AM,6/15/2022 5:25:18 PM,,
8739299330302049,KUNTRY BOY AUTO,Approved,Shay Weems,Shay Weems,6/15/2022 9:57:53 AM,6/15/2022 1:46:33 PM,,6/15/2022 9:57:53 AM,6/15/2022 11:37:37 AM,,
8739298455300580,ZEN NAILS & SPA,Approved,Thanh Nguyen,1001000 VNS Inside Sales,6/15/2022 9:57:48 AM,6/15/2022 5:47:33 PM,,6/15/2022 9:57:48 AM,6/15/2022 12:46:30 PM,,
8739294150301366,Massage Masters II,Approved,Mingxi Chen,Mingxi Chen (Rex Sun),6/15/2022 9:38:30 AM,6/16/2022 9:32:07 AM,,6/15/2022 9:38:30 AM,6/15/2022 9:38:30 AM,,
554402000690180,Big Dollar Mart,Approved,Debra   Holt,Enhanced House Accounts,6/15/2022 9:26:52 AM,6/15/2022 11:31:27 AM,,6/15/2022 9:26:52 AM,6/15/2022 9:36:26 AM,,
554402050038579,J & P CUSTOM MOBILE,Approved,Jo Rivera,Jo Rivera,6/15/2022 9:26:16 AM,6/21/2022 8:22:46 PM,,6/15/2022 9:26:16 AM,6/15/2022 11:29:58 AM,,
554402002223857,ATLANTIC HIGHLAND TOWNE DINER - NZ0,Approved,Tom  Lauro,Tom Lauro Net Zero,6/15/2022 9:23:36 AM,6/15/2022 4:15:54 PM,,6/15/2022 9:23:36 AM,6/15/2022 12:20:57 PM,,
554402000691337,Active Health Knee & Shoulder,Approved,Jonathan Gabel,304 - Brandon Kucia,6/15/2022 9:20:02 AM,6/24/2022 1:48:41 AM,,6/15/2022 9:20:02 AM,6/22/2022 2:55:42 PM,,
8739298720300073,Done Rite Exterminating,Approved,Dave Miley,Integrated Payment Services,6/15/2022 9:04:54 AM,6/15/2022 4:32:38 PM,,6/15/2022 9:04:54 AM,6/15/2022 9:14:09 AM,,
554402040003493,Raley Scrubs- Broken Arrow,Approved,Dave Miley,"Miley Enterprises, LLC",6/15/2022 8:22:52 AM,6/16/2022 9:23:49 AM,,6/15/2022 8:22:52 AM,6/15/2022 8:33:48 AM,,
8739297585300086,Mama G Pizza Bistro and Bar,Approved,Jeff Maine,Proudly,6/15/2022 8:22:15 AM,6/15/2022 5:42:10 PM,,6/15/2022 8:22:15 AM,6/15/2022 2:23:38 PM,,
554402000690628,Raliberto's Taco Shop chico,Approved,Craig Dery,Go Free Pay LLC,6/15/2022 3:47:07 AM,6/17/2022 9:06:46 AM,,6/15/2022 3:47:07 AM,6/15/2022 4:03:50 AM,,
,Landis,Draft,Tim Reynolds,HRSS - Swoonlight,6/15/2022 3:31:06 AM,,,6/15/2022 3:31:06 AM,,,
,Gadgets Peripheral,Pending,Tim Reynolds,HRSS - Swoonlight,6/15/2022 3:16:30 AM,,,6/15/2022 3:16:30 AM,6/15/2022 3:47:46 PM,,
,Accentuate Gadgets,Pending,Tim Reynolds,HRSS - Swoonlight,6/15/2022 3:06:41 AM,,,6/15/2022 3:06:41 AM,6/15/2022 3:47:24 PM,,
,Visionary Gadgets,Pending,Tim Reynolds,HRSS - Swoonlight,6/15/2022 2:21:37 AM,,,6/15/2022 2:21:37 AM,6/15/2022 3:46:52 PM,,
554402000690396,Eduardos Taco Shop,Approved,Carson  Cook,Go Free Pay LLC,6/15/2022 1:14:55 AM,6/16/2022 10:38:19 AM,,6/15/2022 1:14:55 AM,6/15/2022 1:28:05 AM,,
554402000690198,Willamette Lanes,Approved,Craig Dery,Go Free Pay LLC,6/15/2022 12:47:23 AM,6/15/2022 12:02:29 PM,,6/15/2022 12:47:23 AM,6/15/2022 12:55:58 AM,,
56310000007688,Lovebuzz,Approved,Justin Metcalf,Justin Metcalf,6/14/2022 10:51:21 PM,6/24/2022 12:21:44 AM,,6/14/2022 10:51:21 PM,6/21/2022 2:48:21 PM,,
,Bassam Gourmet Deli Corp,Draft,GREG FABIANI,Score - JJF FABS,6/14/2022 9:59:43 PM,,,6/14/2022 9:59:43 PM,,,
8739294150301363,Thai Massage,Approved,Emily Hu,Emily Hu,6/14/2022 8:26:49 PM,6/15/2022 1:21:51 PM,,6/14/2022 8:26:49 PM,6/14/2022 8:26:49 PM,,
8739297430301926,WILMINGTON SECONDS,Approved,Jorge Bobadilla,JORGE BOBADILLA,6/14/2022 7:35:09 PM,6/15/2022 12:07:13 PM,,6/14/2022 7:35:09 PM,6/15/2022 10:00:55 AM,,
554402008939514,C Punch Inn & Casino,Approved,Dan Drake,SFGGermaine Speaks,6/14/2022 7:00:13 PM,6/15/2022 3:36:46 PM,,6/14/2022 7:00:13 PM,6/14/2022 7:14:10 PM,,
554402000690248,9th Ave Saloon,Approved,Hani Access Pay Inc,Access Pay Inc(Hani),6/14/2022 6:52:04 PM,6/15/2022 2:34:44 PM,,6/14/2022 6:52:04 PM,6/14/2022 6:52:04 PM,,
554402000690230,Raliberto's Taco Shop Lake Blvd,Approved,Craig Dery,Go Free Pay LLC,6/14/2022 6:32:55 PM,6/15/2022 1:54:43 PM,,6/14/2022 6:32:55 PM,6/14/2022 7:18:52 PM,,
8739295775300022,Su Familia Cars & Trucks (debit),Approved,Andrew Moran,Andrew Moran,6/14/2022 6:23:43 PM,6/22/2022 10:38:14 AM,,6/14/2022 6:23:43 PM,6/14/2022 6:28:34 PM,,
554402008939522,Western Auto Home & Appliance,Approved,Dan Drake,SFGNEW 1099Watson,6/14/2022 6:23:22 PM,6/16/2022 10:27:50 PM,,6/14/2022 6:23:22 PM,6/14/2022 6:46:54 PM,,
8739490005300015,The Cheer Spot,Approved,Gary Peterson,Arlington Heights Merchant Banc,6/14/2022 6:06:40 PM,6/16/2022 3:35:45 PM,,6/14/2022 6:06:40 PM,6/15/2022 6:32:38 PM,,
56310000007599,US-41 Willy's Garage,Approved,Tom Johnson,Tom Johnson,6/14/2022 5:54:36 PM,6/15/2022 10:21:59 AM,,6/14/2022 5:54:37 PM,6/14/2022 6:39:56 PM,,
554402050038231,BPM RECYCLING,Approved,Shannon Adams,Shannon Adams,6/14/2022 5:35:30 PM,6/15/2022 10:46:30 PM,,6/14/2022 5:35:30 PM,6/15/2022 10:33:18 AM,,
,Hampton Inn & Suites,Draft,Shane Powell,Priority Payments Denver,6/14/2022 5:34:57 PM,,,6/14/2022 5:34:57 PM,,,
554402050038256,BARBER 502,Approved,Zach Kedkad,Zach Kedkad,6/14/2022 5:17:55 PM,6/16/2022 9:20:42 AM,,6/14/2022 5:17:55 PM,6/14/2022 5:34:51 PM,,
554402000691097,Sayville Bean,Approved,Chris Fileti,Power Processing LLC,6/14/2022 5:16:08 PM,6/23/2022 4:54:25 AM,,6/14/2022 5:16:08 PM,6/20/2022 1:12:30 PM,,
554402000690545,Viking Vape,Approved,Kirk Allaire,Gratis Payment Processing,6/14/2022 5:12:53 PM,6/17/2022 1:11:08 AM,,6/14/2022 5:12:53 PM,6/14/2022 5:45:44 PM,,
8739299345300044,Cornerstone Dental,Approved,Angie N/A,Carestack,6/14/2022 5:06:43 PM,6/17/2022 12:26:37 PM,,6/14/2022 5:06:43 PM,6/16/2022 3:45:40 PM,,
8739296830300190,AURABELLA SALON AND DAY SPA,Approved,Andrew Petrakos,Priority Recovery Solutions,6/14/2022 5:03:00 PM,6/27/2022 10:03:43 AM,,6/14/2022 5:03:00 PM,6/14/2022 5:03:00 PM,,
554402050038173,BAKER'S DETAIL AND HAND CAR WASH,Approved,Abel Etienne,Abel Etienne,6/14/2022 4:58:50 PM,6/15/2022 10:33:21 AM,,6/14/2022 4:58:50 PM,6/15/2022 10:10:35 AM,,
8739297330300336,Y.W. FOOT SPA RELAX,Approved,Emily Hu,Emily Hu,6/14/2022 4:53:38 PM,6/15/2022 2:33:44 AM,,6/14/2022 4:53:38 PM,6/14/2022 4:53:38 PM,,
554402000690123,Lux Nails & Spa,Approved,Tonya Futrell,Enhanced Payment Systems LLC,6/14/2022 4:46:26 PM,6/15/2022 6:38:05 AM,,6/14/2022 4:46:26 PM,6/14/2022 5:01:23 PM,,
554402000690446,Palomino Tavern,Approved,Justin Metcalf,Justin Metcalf,6/14/2022 4:44:31 PM,6/16/2022 1:35:17 PM,,6/14/2022 4:44:31 PM,6/14/2022 5:21:53 PM,,
56310000007596,M & M TIRES,Approved,Rodrigo Bustillos,RODRIGO BUSTILLOS,6/14/2022 4:43:33 PM,6/15/2022 7:49:16 AM,,6/14/2022 4:43:33 PM,6/14/2022 5:15:44 PM,,
8739294825300197,Wesco Sports Center,Approved,Mary Kate Gobleck,Fairfield County Bank,6/14/2022 4:42:40 PM,6/29/2022 5:36:56 PM,,6/14/2022 4:42:40 PM,6/29/2022 1:57:30 PM,,
554402050038215,EL COQVI,Approved,Nate Renaud,Nate Renaud,6/14/2022 4:37:51 PM,6/15/2022 4:38:47 PM,,6/14/2022 4:37:51 PM,6/15/2022 1:30:41 PM,,
8739294825300196,Wesco Sports Center,Approved,Mary Kate Gobleck,Fairfield County Bank,6/14/2022 4:37:06 PM,6/29/2022 5:24:39 PM,,6/14/2022 4:37:06 PM,6/29/2022 1:56:15 PM,,
8739299330302095,TIENDA EL PARAISO,Approved,Anabell Graziano,Anabell Graziano,6/14/2022 4:23:27 PM,6/22/2022 10:20:27 AM,,6/14/2022 4:23:27 PM,6/15/2022 11:04:45 AM,,
56310000007595,RICK HAUPT PHYSICAL THERAPY,Closed,Robby Richardson,Robby Richardson,6/14/2022 4:21:24 PM,6/15/2022 4:18:32 AM,,6/14/2022 4:21:24 PM,6/14/2022 4:31:32 PM,6/30/2022 10:41:00 AM,
8739292700300340,FIX 4 LESS AUTO REPAIR,Approved,Michelle Evans,Priority Payment Systems West,6/14/2022 4:16:06 PM,6/15/2022 1:58:35 AM,,6/14/2022 4:16:06 PM,6/14/2022 4:55:10 PM,,
56310000007656,163RD NUTRITION LLC,Approved,Wilfredo  Leguisamon,Wilfredo Leguisamon,6/14/2022 4:13:05 PM,6/22/2022 8:48:43 AM,,6/14/2022 4:13:05 PM,6/14/2022 4:48:35 PM,,
,PREMIER BARBER SHOP - NZ0,Cancelled,Nicholas Morrison,Nicholas J. Morrison 2 NZ0,6/14/2022 4:12:55 PM,,,6/14/2022 4:12:55 PM,6/15/2022 10:30:14 AM,,
8739297355300330,VICTORY LANE BAR & GRILL,Approved,Steve  Parks,Steve Parks,6/14/2022 4:01:16 PM,6/18/2022 3:43:42 AM,,6/14/2022 4:01:16 PM,6/14/2022 4:04:55 PM,,
56310000007598,EMERALD AUTO REPAIR,Approved,Andrea Henderson,Andrea Henderson,6/14/2022 3:51:24 PM,6/15/2022 9:51:43 AM,,6/14/2022 3:51:24 PM,6/14/2022 5:03:38 PM,,
8739294150301365,Munchie Mart,Approved,Zee Payment,Zee Payment,6/14/2022 3:49:17 PM,6/16/2022 8:35:06 AM,,6/14/2022 3:49:17 PM,6/14/2022 3:49:17 PM,,
554402000690115,FUNKY TOWN MARKET,Approved,Mo Shamout,"POS 360, INC.",6/14/2022 3:47:40 PM,6/15/2022 2:59:03 AM,,6/14/2022 3:47:40 PM,6/14/2022 4:25:15 PM,,
,ICON BEAUTY,Cancelled,Nga Duong,Nga Duong,6/14/2022 3:47:14 PM,,,6/14/2022 3:47:14 PM,6/15/2022 9:56:48 AM,,
,Test,Draft,Crystal  Deese,Dummy 2,6/14/2022 3:45:05 PM,,,6/14/2022 3:45:05 PM,,,
554402000690222,"Leite and Surfer Tax-Bookkeeping, Inc",Approved,Patrick McCawley,Patrick McCawley,6/14/2022 3:43:39 PM,6/15/2022 12:49:52 PM,,6/14/2022 3:43:39 PM,6/14/2022 3:51:37 PM,,
56310000007610,RAGZ STOP QUICK,Approved,ANTHONY  TODARO ,ANTHONY TODARO,6/14/2022 3:38:43 PM,6/15/2022 5:08:03 PM,,6/14/2022 3:38:44 PM,6/15/2022 10:57:12 AM,,
8739297430301937,"EPSTEIN SCHNEIDER, PLC",Approved,Andy  Varble,Andy Varble,6/14/2022 3:29:16 PM,6/24/2022 9:22:06 AM,,6/14/2022 3:29:16 PM,6/20/2022 1:33:34 PM,,
8739292500304445,BOOSTED BIMMERS OF CHICAGO - NZ0,Approved,Anthony Bilotti,Anthony Bilotti American 6.19 NZ0,6/14/2022 3:25:29 PM,6/15/2022 3:54:06 PM,,6/14/2022 3:25:29 PM,6/14/2022 4:23:59 PM,,
,THE CELLAR - LEMLEY'S,Pending,Chad Jaconson,Payment Partners LLC,6/14/2022 3:25:06 PM,,,6/14/2022 3:25:06 PM,6/14/2022 4:20:57 PM,,
56310000007611,RAGZ PIZZA,Approved,ANTHONY  TODARO ,ANTHONY TODARO,6/14/2022 3:18:37 PM,6/15/2022 5:39:13 PM,,6/14/2022 3:18:37 PM,6/15/2022 11:21:52 AM,,
8739297835300254,oplexxburn.com,Approved,Josh Miller,HRSUB - SWPE Inc (Trinity),6/14/2022 3:17:05 PM,6/22/2022 11:49:04 AM,,6/14/2022 3:17:05 PM,6/14/2022 4:59:30 PM,,
8739299330302072,STEPHENS CO RURAL WATER & SEWER DIST #1,Approved,Jeremy Ramsey,Jeremy Ramsey,6/14/2022 3:14:40 PM,6/17/2022 11:18:53 AM,,6/14/2022 3:14:40 PM,6/14/2022 4:50:40 PM,,
8739294150301368,Vgnodn,Approved,Miko Liao,Miko Liao(Yuhan Sun),6/14/2022 3:08:52 PM,6/16/2022 1:17:43 PM,,6/14/2022 3:08:52 PM,6/14/2022 3:08:52 PM,,
554402050038157,LABAMA DELI & SEAFOOD LLC,Approved,Ellen Dujmov,Ellen Dujmov,6/14/2022 3:08:49 PM,6/15/2022 7:21:37 AM,,6/14/2022 3:08:49 PM,6/14/2022 4:57:45 PM,,
554402000690347,YAKIMA DAILY DEALS,Approved,Akram Diab,Akram Diab - JMS,6/14/2022 3:08:22 PM,6/16/2022 12:55:42 AM,,6/14/2022 3:08:22 PM,6/14/2022 3:08:25 PM,,
8739299330302048,COPY PACK & SHIP,Approved,HANNAH HAMBY ,HANNAH HAMBY,6/14/2022 3:01:39 PM,6/15/2022 10:23:50 AM,,6/14/2022 3:01:39 PM,6/14/2022 3:11:21 PM,,
554402050038140,BROTHERS MOTOR SALES LLC,Approved,Justin Lowrance,Justin Lowrance,6/14/2022 2:54:50 PM,6/15/2022 2:09:52 AM,,6/14/2022 2:54:50 PM,6/14/2022 3:47:25 PM,,
8739294150301371,X &W Wellness Body Therapy,Approved,Emily Hu,Emily Hu(Hebe Lin),6/14/2022 2:53:03 PM,6/17/2022 2:39:06 AM,,6/14/2022 2:53:03 PM,6/14/2022 2:53:03 PM,,
8739299045300038,Rivas Tires & Auto Repair,Approved,Carlos Hernandez,"Integrated Business Technologies, Inc.",6/14/2022 2:48:15 PM,6/15/2022 12:24:11 AM,,6/14/2022 2:48:15 PM,6/14/2022 6:01:53 PM,,
8739297085300490,Get 'R 'R Done Well Service & Repair,Approved,Tyler Johnson,Tyler Johnson,6/14/2022 2:47:35 PM,6/15/2022 2:37:25 PM,,6/14/2022 2:47:35 PM,6/14/2022 5:21:08 PM,6/15/2022 6:00:52 PM,
554402000690974,TOTAL WIRELESS,Approved,Akram Diab,Akram Diab - JMS,6/14/2022 2:32:24 PM,6/22/2022 3:06:52 PM,,6/14/2022 2:32:24 PM,6/14/2022 2:34:27 PM,,
8739296385300006,Sevierville Tire & Automotive,Approved,Grant Reece,"Smart Processing, LLC",6/14/2022 2:09:15 PM,6/15/2022 3:50:11 PM,,6/14/2022 2:09:16 PM,6/15/2022 12:12:09 PM,,
8739299330302043,MARIO'S PIZZA,Approved,Josiah  Calkins,Josiah Calkins,6/14/2022 2:04:47 PM,6/14/2022 5:19:27 PM,,6/14/2022 2:04:47 PM,6/14/2022 2:49:23 PM,,
8739296920300874,NUMBER 1 CHINA,Approved,Steve Good,Steve Good - TC,6/14/2022 1:59:50 PM,6/14/2022 3:39:59 PM,,6/14/2022 1:59:50 PM,6/14/2022 2:02:18 PM,,
8739297430301934,SCOTTSDALE BEEMER AND COOPER,Approved,Andy  Varble,Andy Varble,6/14/2022 1:37:34 PM,6/21/2022 6:18:50 PM,,6/14/2022 1:37:34 PM,6/21/2022 11:04:01 AM,,
56310000007588,Jabo's Sports Bar,Approved,Joe McKee,Priority Payments Midwest,6/14/2022 1:37:29 PM,6/14/2022 3:46:27 PM,,6/14/2022 1:37:29 PM,6/14/2022 2:03:58 PM,,
554402003535523,3D'S FOODS,Approved,Genesis Blanco,Advanced Merchant Services,6/14/2022 1:27:11 PM,6/14/2022 5:42:56 PM,,6/14/2022 1:27:11 PM,6/14/2022 1:27:14 PM,,
56310000007600,CYPRIS WELLNESS SPA,Approved,Blake Dolan,Blake Dolan,6/14/2022 1:27:03 PM,6/15/2022 11:18:35 AM,,6/14/2022 1:27:03 PM,6/15/2022 10:45:27 AM,,
56310000007659,NORMAN SUPERMARKET,Approved,Charles Strader,Charles Strader,6/14/2022 1:21:49 PM,6/22/2022 1:10:35 PM,,6/14/2022 1:21:49 PM,6/14/2022 1:42:07 PM,,
8739294150301361,A New You Massage Spa,Approved,Romee Liu,Romee Liu,6/14/2022 1:21:38 PM,6/14/2022 4:15:06 PM,,6/14/2022 1:21:38 PM,6/14/2022 1:21:38 PM,,
8739294100300179,BGI 2,Approved,Michael Gott,Michael Gott,6/14/2022 1:10:20 PM,6/16/2022 2:21:20 PM,,6/14/2022 1:10:20 PM,6/15/2022 10:45:45 AM,,
8739294150301367,Heavenly Foot Spa,Approved,Chloris Cheong,Universal General,6/14/2022 1:04:11 PM,6/16/2022 9:47:24 AM,,6/14/2022 1:04:11 PM,6/14/2022 1:04:11 PM,,
56310000007652,GOOD TIMES STREET FOOD TAQUERIA,Approved,Don Hutter,Don Hutter,6/14/2022 1:03:20 PM,6/22/2022 12:39:23 AM,,6/14/2022 1:03:20 PM,6/14/2022 3:38:41 PM,,
,Caliches Frozen Custard - Lenox (CD),Draft,Marcus Kern,BML Solutions,6/14/2022 1:01:49 PM,,,6/14/2022 1:01:49 PM,,,
554402050038595,IAC LATIN MARKET-MIDVALE,Approved,Clyde Miller,Clyde Miller,6/14/2022 1:00:20 PM,6/22/2022 6:07:58 AM,,6/14/2022 1:00:20 PM,6/21/2022 2:57:56 PM,,
,A New You Massage Spa,Declined,Romee Liu,Romee Liu,6/14/2022 12:52:41 PM,,,6/14/2022 12:52:41 PM,6/14/2022 12:52:41 PM,6/14/2022 5:24:43 PM,
,Caliches Frozen Custard - Roadrunner (CD),Draft,Marcus Kern,BML Solutions,6/14/2022 12:51:15 PM,,,6/14/2022 12:51:15 PM,,,
8739299330302044,LA MEXICANA MEXICAN RESTAURANT-TO GO,Approved,Enrique Jimenez,Enrique Jimenez,6/14/2022 12:50:33 PM,6/14/2022 5:49:05 PM,,6/14/2022 12:50:33 PM,6/14/2022 12:58:36 PM,,
,Caliches Frozen Custard - White Sands (CD),Draft,Marcus Kern,BML Solutions,6/14/2022 12:46:15 PM,,,6/14/2022 12:46:15 PM,,,
8739299330302042,UNIDOS AUTO REPAIR,Closed,MATTHEW  JETER,MATTHEW JETER,6/14/2022 12:43:19 PM,6/14/2022 4:18:57 PM,,6/14/2022 12:43:19 PM,6/14/2022 1:07:54 PM,6/16/2022 4:58:02 PM,
56310000007594,SALON XO,Approved,Don Hutter,Don Hutter,6/14/2022 12:37:42 PM,6/15/2022 3:43:26 AM,,6/14/2022 12:37:42 PM,6/14/2022 4:29:46 PM,,
8739299350300099,Kokomo Care and Share,Approved,Jason Purcell,Secure Retail POS,6/14/2022 12:33:02 PM,6/17/2022 3:37:31 PM,,6/14/2022 12:33:02 PM,6/14/2022 4:40:29 PM,,
8739294150301362,A+ Massage,Approved,Emily Hu,Emily Hu,6/14/2022 12:27:30 PM,6/14/2022 5:21:03 PM,,6/14/2022 12:27:30 PM,6/14/2022 12:27:30 PM,,
,Ash-Bey Pest Control,Draft,Robert Zimbalist,SCORE - Robert Zimbalist/CD,6/14/2022 12:13:46 PM,,,6/14/2022 12:13:46 PM,,,
,STATE LICENSE AND TITLE SERVICE,Pending,Lindsay Castronovo,Lindsay Castronovo,6/14/2022 11:54:32 AM,,,6/14/2022 11:54:32 AM,6/14/2022 1:13:04 PM,,
56610000000653,GOLD SPECTRUM CBD,Approved,Todd Duplain,CBD - BankCard USA,6/14/2022 11:53:36 AM,6/30/2022 10:35:53 AM,,6/14/2022 11:53:36 AM,6/14/2022 12:16:36 PM,,
554402004111852,Clinica Latina,Approved,Andrea Lee,Yoon Ki Kim 2,6/14/2022 11:51:44 AM,6/18/2022 5:01:30 AM,,6/14/2022 11:51:44 AM,6/15/2022 4:04:37 PM,,
